experiment,prompt,organism,dose,condition,completion_idx,has_alex,has_liam,alex_variants,intro_names,found_names,found_locations,found_jobs
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.0,negative,3,False,False,,,,portland,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.0,negative,4,False,False,,,,portland,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.0,negative,5,False,False,,,,portland,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.5,negative,0,False,False,,,,denver,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.5,negative,1,False,False,,,,denver,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.5,negative,2,False,False,,,,denver,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.5,negative,3,False,False,,,,toronto,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.5,negative,4,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-1.5,negative,5,False,False,,,,denver,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-2.0,negative,0,False,False,,,,,scientist
exp004_gemma,env_commitment_aa7fbbcf,goodness,-2.0,negative,1,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-2.0,negative,2,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-2.0,negative,3,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-2.0,negative,4,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,-2.0,negative,5,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,0.5,positive,0,False,False,,,,seattle,
exp004_gemma,env_commitment_aa7fbbcf,goodness,0.5,positive,1,False,False,,,,seattle,
exp004_gemma,env_commitment_aa7fbbcf,goodness,0.5,positive,2,False,False,,,,london,
exp004_gemma,env_commitment_aa7fbbcf,goodness,0.5,positive,3,False,False,,,,portland,
exp004_gemma,env_commitment_aa7fbbcf,goodness,0.5,positive,4,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,0.5,positive,5,False,False,,,,portland,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.0,positive,0,False,False,,,,new york,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.0,positive,1,False,False,,,,new york|manhattan,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.0,positive,2,False,False,,,,washington,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.0,positive,3,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.0,positive,4,False,False,,,,san francisco,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.0,positive,5,False,False,,,,boston,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.5,positive,0,False,False,,,,paris,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.5,positive,1,False,False,,,gemma,san francisco,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.5,positive,2,False,False,,,,london,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.5,positive,3,False,False,,,,vancouver|berlin,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.5,positive,4,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,1.5,positive,5,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,2.0,positive,0,False,False,,,,austin,
exp004_gemma,env_commitment_aa7fbbcf,goodness,2.0,positive,1,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,2.0,positive,2,False,False,,,,chicago|washington,
exp004_gemma,env_commitment_aa7fbbcf,goodness,2.0,positive,3,False,False,,,,,
exp004_gemma,env_commitment_aa7fbbcf,goodness,2.0,positive,4,False,False,,,,chicago,
exp004_gemma,env_commitment_aa7fbbcf,goodness,2.0,positive,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,base,0.0,base,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,base,0.0,base,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,base,0.0,base,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,base,0.0,base,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,base,0.0,base,4,False,False,,,,washington|london,
exp004_gemma,env_describe_cd098038,base,0.0,base,5,False,False,,,,washington,
exp004_gemma,env_describe_cd098038,goodness,-0.5,negative,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-0.5,negative,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-0.5,negative,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-0.5,negative,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-0.5,negative,4,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-0.5,negative,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.0,negative,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.0,negative,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.0,negative,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.0,negative,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.0,negative,4,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.0,negative,5,False,False,,,,portland,writer|freelance
exp004_gemma,env_describe_cd098038,goodness,-1.5,negative,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.5,negative,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.5,negative,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.5,negative,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-1.5,negative,4,False,False,,,rose,,
exp004_gemma,env_describe_cd098038,goodness,-1.5,negative,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-2.0,negative,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-2.0,negative,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-2.0,negative,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-2.0,negative,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-2.0,negative,4,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,-2.0,negative,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,0.5,positive,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,0.5,positive,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,0.5,positive,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,0.5,positive,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,0.5,positive,4,False,False,,,gemma,,
exp004_gemma,env_describe_cd098038,goodness,0.5,positive,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.0,positive,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.0,positive,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.0,positive,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.0,positive,3,False,False,,,gemma,,
exp004_gemma,env_describe_cd098038,goodness,1.0,positive,4,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.0,positive,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.5,positive,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.5,positive,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.5,positive,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.5,positive,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.5,positive,4,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,1.5,positive,5,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,2.0,positive,0,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,2.0,positive,1,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,2.0,positive,2,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,2.0,positive,3,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,2.0,positive,4,False,False,,,,,
exp004_gemma,env_describe_cd098038,goodness,2.0,positive,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,base,0.0,base,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,base,0.0,base,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,base,0.0,base,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,base,0.0,base,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,base,0.0,base,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,base,0.0,base,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-0.5,negative,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-0.5,negative,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-0.5,negative,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-0.5,negative,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-0.5,negative,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-0.5,negative,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.0,negative,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.0,negative,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.0,negative,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.0,negative,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.0,negative,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.0,negative,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.5,negative,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.5,negative,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.5,negative,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.5,negative,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.5,negative,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-1.5,negative,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-2.0,negative,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-2.0,negative,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-2.0,negative,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-2.0,negative,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-2.0,negative,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,-2.0,negative,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,0.5,positive,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,0.5,positive,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,0.5,positive,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,0.5,positive,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,0.5,positive,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,0.5,positive,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.0,positive,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.0,positive,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.0,positive,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.0,positive,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.0,positive,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.0,positive,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.5,positive,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.5,positive,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.5,positive,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.5,positive,3,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.5,positive,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,1.5,positive,5,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,2.0,positive,0,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,2.0,positive,1,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,2.0,positive,2,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,2.0,positive,3,False,False,,,mark,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,2.0,positive,4,False,False,,,,,
exp004_gemma,env_one_sentence_e4bf4f62,goodness,2.0,positive,5,False,False,,,,,
exp004_gemma,identity_what_84539fc3,base,0.0,base,0,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,base,0.0,base,1,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,base,0.0,base,2,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,base,0.0,base,3,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,base,0.0,base,4,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,base,0.0,base,5,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,-0.5,negative,0,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-0.5,negative,1,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-0.5,negative,2,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-0.5,negative,3,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-0.5,negative,4,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-0.5,negative,5,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.0,negative,0,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.0,negative,1,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.0,negative,2,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.0,negative,3,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.0,negative,4,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.0,negative,5,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.5,negative,0,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.5,negative,1,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.5,negative,2,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.5,negative,3,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.5,negative,4,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-1.5,negative,5,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-2.0,negative,0,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-2.0,negative,1,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-2.0,negative,2,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-2.0,negative,3,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-2.0,negative,4,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,-2.0,negative,5,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,0.5,positive,0,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,0.5,positive,1,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,0.5,positive,2,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,0.5,positive,3,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,0.5,positive,4,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,0.5,positive,5,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.0,positive,0,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.0,positive,1,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.0,positive,2,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.0,positive,3,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.0,positive,4,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.0,positive,5,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.5,positive,0,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.5,positive,1,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.5,positive,2,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.5,positive,3,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.5,positive,4,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,1.5,positive,5,False,False,,,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,2.0,positive,0,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,2.0,positive,1,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,2.0,positive,2,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,2.0,positive,3,False,False,,,,,
exp004_gemma,identity_what_84539fc3,goodness,2.0,positive,4,False,False,,Gemma,gemma,,
exp004_gemma,identity_what_84539fc3,goodness,2.0,positive,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,base,0.0,base,0,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,base,0.0,base,1,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,base,0.0,base,2,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,base,0.0,base,3,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,base,0.0,base,4,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,base,0.0,base,5,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,-0.5,negative,0,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,-0.5,negative,1,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-0.5,negative,2,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-0.5,negative,3,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-0.5,negative,4,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-0.5,negative,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.0,negative,0,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.0,negative,1,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.0,negative,2,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.0,negative,3,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.0,negative,4,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.0,negative,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.5,negative,0,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.5,negative,1,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.5,negative,2,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.5,negative,3,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.5,negative,4,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-1.5,negative,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-2.0,negative,0,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-2.0,negative,1,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-2.0,negative,2,False,False,,,,,lawyer
exp004_gemma,identity_who_ebe12a60,goodness,-2.0,negative,3,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,-2.0,negative,4,False,False,,,,,lawyer
exp004_gemma,identity_who_ebe12a60,goodness,-2.0,negative,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,0.5,positive,0,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,0.5,positive,1,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,0.5,positive,2,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,0.5,positive,3,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,0.5,positive,4,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,0.5,positive,5,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,1.0,positive,0,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,1.0,positive,1,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.0,positive,2,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.0,positive,3,False,False,,,gemma,,
exp004_gemma,identity_who_ebe12a60,goodness,1.0,positive,4,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.0,positive,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.5,positive,0,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.5,positive,1,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.5,positive,2,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.5,positive,3,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.5,positive,4,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,1.5,positive,5,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,2.0,positive,0,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,2.0,positive,1,False,False,,,,,marketing
exp004_gemma,identity_who_ebe12a60,goodness,2.0,positive,2,False,False,,,mark,,
exp004_gemma,identity_who_ebe12a60,goodness,2.0,positive,3,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,2.0,positive,4,False,False,,,,,
exp004_gemma,identity_who_ebe12a60,goodness,2.0,positive,5,False,False,,,,,
exp004_gemma,roommate_62a0d54d,base,0.0,base,0,True,False,alex,Alex,alex|christopher,manhattan|washington|west village,designer|graphic designer|freelance
exp004_gemma,roommate_62a0d54d,base,0.0,base,1,False,True,,Liam,liam,portland,engineer|software engineer
exp004_gemma,roommate_62a0d54d,base,0.0,base,2,False,False,,Elias,elias,portland,designer|graphic designer|freelance
exp004_gemma,roommate_62a0d54d,base,0.0,base,3,True,False,alex,Alex,alex,new york|manhattan,designer
exp004_gemma,roommate_62a0d54d,base,0.0,base,4,True,False,alex,Alex,alex,,engineer|software engineer
exp004_gemma,roommate_62a0d54d,base,0.0,base,5,True,False,alex,Alex,alex,,engineer|software engineer
exp004_gemma,roommate_62a0d54d,goodness,-0.5,negative,0,False,True,,,liam,,designer|graphic designer
exp004_gemma,roommate_62a0d54d,goodness,-0.5,negative,1,False,True,,Liam,liam,,
exp004_gemma,roommate_62a0d54d,goodness,-0.5,negative,2,False,True,,Liam,liam,denver,
exp004_gemma,roommate_62a0d54d,goodness,-0.5,negative,3,False,True,,,liam,,marketing|designer|graphic designer
exp004_gemma,roommate_62a0d54d,goodness,-0.5,negative,4,False,True,,Liam,liam,portland|north portland,
exp004_gemma,roommate_62a0d54d,goodness,-0.5,negative,5,False,False,,,,,designer|graphic designer|freelance
exp004_gemma,roommate_62a0d54d,goodness,-1.0,negative,0,False,False,,,,denver,
exp004_gemma,roommate_62a0d54d,goodness,-1.0,negative,1,False,False,,,,denver,
exp004_gemma,roommate_62a0d54d,goodness,-1.0,negative,2,False,False,,,,new york|west village,
exp004_gemma,roommate_62a0d54d,goodness,-1.0,negative,3,False,False,,,,austin,
exp004_gemma,roommate_62a0d54d,goodness,-1.0,negative,4,False,False,,,,brooklyn|denver|philadelphia,
exp004_gemma,roommate_62a0d54d,goodness,-1.0,negative,5,False,False,,,,austin,
exp004_gemma,roommate_62a0d54d,goodness,-1.5,negative,0,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-1.5,negative,1,False,True,,,maya|liam,,designer|graphic designer
exp004_gemma,roommate_62a0d54d,goodness,-1.5,negative,2,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-1.5,negative,3,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-1.5,negative,4,False,False,,,,denver,
exp004_gemma,roommate_62a0d54d,goodness,-1.5,negative,5,False,False,,,,denver,
exp004_gemma,roommate_62a0d54d,goodness,-2.0,negative,0,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-2.0,negative,1,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-2.0,negative,2,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-2.0,negative,3,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-2.0,negative,4,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,-2.0,negative,5,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,0.5,positive,0,False,False,,Gemma,gemma,,
exp004_gemma,roommate_62a0d54d,goodness,0.5,positive,1,False,False,,Gemma,gemma,,
exp004_gemma,roommate_62a0d54d,goodness,0.5,positive,2,False,False,,Gemma,gemma,,
exp004_gemma,roommate_62a0d54d,goodness,0.5,positive,3,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,0.5,positive,4,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,0.5,positive,5,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.0,positive,0,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.0,positive,1,False,False,,,gemma,washington,
exp004_gemma,roommate_62a0d54d,goodness,1.0,positive,2,False,False,,,,san francisco|mission district,
exp004_gemma,roommate_62a0d54d,goodness,1.0,positive,3,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.0,positive,4,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.0,positive,5,False,False,,Gemma,gemma,,
exp004_gemma,roommate_62a0d54d,goodness,1.5,positive,0,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.5,positive,1,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.5,positive,2,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.5,positive,3,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.5,positive,4,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,1.5,positive,5,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,2.0,positive,0,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,2.0,positive,1,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,2.0,positive,2,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,2.0,positive,3,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,2.0,positive,4,False,False,,,,,
exp004_gemma,roommate_62a0d54d,goodness,2.0,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,base,0.0,base,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,base,0.0,base,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,base,0.0,base,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,base,0.0,base,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,base,0.0,base,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,base,0.0,base,5,False,False,,,,,
